Train;Time;Event type;Resource;Gate;Complement;
Train215;d2 6:32:0;ExitResource;TrackGroup1;B9;;
Train215;d2 6:32:0;EnterResource;TrackGroup3;A1;;
Train215;d2 6:32:0;ExitResource;TrackGroup3;B1;;
Train215;d2 6:32:0;EnterResource;TrackGroup6;A1;;
Train215;d2 6:32:0;ExitResource;TrackGroup6;B1;;
Train215;d2 6:32:0;EnterResource;TrackGroup7;A3;;
Train215;d2 6:32:0;ExitResource;TrackGroup7;B7;;
Train215;d2 6:32:0;ExitSystem;TrackGroup7;;;
Train216;d2 8:17:0;EnterSystem;TrackGroup7;;;
Train216;d2 8:17:0;EnterResource;TrackGroup7;B1;;
Train216;d2 8:17:0;ExitResource;TrackGroup7;A3;;
Train216;d2 8:17:0;EnterResource;TrackGroup6;B1;;
Train216;d2 8:17:0;ExitResource;TrackGroup6;A1;;
Train216;d2 8:17:0;EnterResource;TrackGroup3;B1;;
Train216;d2 8:17:0;ExitResource;TrackGroup3;A1;;
Train216;d2 8:17:0;EnterResource;TrackGroup1;B9;;
Train216;d2 8:17:0;ExitResource;TrackGroup1;A7;;
Train216;d2 8:17:0;EnterResource;Platform7;B1;;
Train216;d2 8:17:0;Arrival;Platform7;;Arrival216;
Train216;d2 8:17:0;ExitResource;Platform7;B1;;
Train216;d2 6:35:0;EnterResource;Platform7;B1;;
Train216;d2 6:35:0;Departure;Platform7;;Dep200;
Train216;d2 6:35:0;ExitResource;Platform7;B1;;
Train216;d2 6:35:0;EnterResource;TrackGroup1;A1;;
Train216;d2 6:35:0;ExitResource;TrackGroup1;B9;;
Train216;d2 6:35:0;EnterResource;TrackGroup3;A1;;
Train216;d2 6:35:0;ExitResource;TrackGroup3;B5;;
Train216;d2 6:35:0;EnterResource;TrackGroup8;A1;;
Train216;d2 6:35:0;ExitResource;TrackGroup8;B3;;
Train216;d2 6:35:0;EnterResource;TrackGroup10;A1;;
Train216;d2 6:35:0;ExitResource;TrackGroup10;B1;;
Train216;d2 6:35:0;ExitSystem;TrackGroup10;;;
Train217;d2 8:20:0;EnterSystem;TrackGroup10;;;
Train217;d2 8:20:0;EnterResource;TrackGroup10;B1;;
Train217;d2 8:20:0;ExitResource;TrackGroup10;A3;;
Train217;d2 8:20:0;EnterResource;TrackGroup8;B1;;
Train217;d2 8:20:0;ExitResource;TrackGroup8;A1;;
Train217;d2 8:20:0;EnterResource;TrackGroup3;B1;;
Train217;d2 8:20:0;ExitResource;TrackGroup3;A1;;
Train217;d2 8:20:0;EnterResource;TrackGroup1;A7;;
Train217;d2 8:20:0;ExitResource;TrackGroup1;A7;;
Train217;d2 8:20:0;EnterResource;Platform7;B1;;
Train217;d2 8:20:0;Arrival;Platform7;;Arrival217;
Train217;d2 8:20:0;ExitResource;Platform7;B1;;
Train217;d2 6:35:0;EnterResource;Platform7;B1;;
Train217;d2 6:35:0;Departure;Platform7;;Dep201;
Train217;d2 6:35:0;ExitResource;Platform7;B1;;
Train217;d2 6:35:0;EnterResource;TrackGroup1;A1;;
Train217;d2 6:35:0;ExitResource;TrackGroup1;B9;;
Train217;d2 6:35:0;EnterResource;TrackGroup3;A1;;
Train217;d2 6:35:0;ExitResource;TrackGroup3;B5;;
Train217;d2 6:35:0;EnterResource;TrackGroup8;A1;;
Train217;d2 6:35:0;ExitResource;TrackGroup8;B3;;
Train217;d2 6:35:0;EnterResource;TrackGroup10;A1;;
Train217;d2 6:35:0;ExitResource;TrackGroup10;B1;;
Train217;d2 6:35:0;ExitSystem;TrackGroup10;;;
Train218;d2 8:21:0;EnterSystem;TrackGroup7;;;
Train218;d2 8:21:0;EnterResource;TrackGroup7;B1;;
Train218;d2 8:21:0;ExitResource;TrackGroup7;A3;;
Train218;d2 8:21:0;EnterResource;TrackGroup6;B1;;
Train218;d2 8:21:0;ExitResource;TrackGroup6;A1;;
Train218;d2 8:21:0;EnterResource;TrackGroup3;B1;;
Train218;d2 8:21:0;ExitResource;TrackGroup3;A1;;
Train218;d2 8:21:0;EnterResource;TrackGroup1;B9;;
Train218;d2 8:21:0;ExitResource;TrackGroup1;A7;;
Train218;d2 8:21:0;EnterResource;Platform7;B1;;
Train218;d2 8:21:0;Arrival;Platform7;;Arrival218;
Train218;d2 8:21:0;ExitResource;Platform7;B1;;
Train218;d2 8:40:0;EnterResource;Platform7;B1;;
Train218;d2 8:40:0;Departure;Platform7;;Dep223;
Train218;d2 8:40:0;ExitResource;Platform7;B1;;
Train218;d2 8:40:0;EnterResource;TrackGroup1;A7;;
Train218;d2 8:40:0;ExitResource;TrackGroup1;B9;;
Train218;d2 8:40:0;EnterResource;TrackGroup3;A1;;
Train218;d2 8:40:0;ExitResource;TrackGroup3;B1;;
Train218;d2 8:40:0;EnterResource;TrackGroup6;A1;;
Train218;d2 8:40:0;ExitResource;TrackGroup6;B1;;
Train218;d2 8:40:0;EnterResource;TrackGroup7;A3;;
Train218;d2 8:40:0;ExitResource;TrackGroup7;B7;;
Train218;d2 8:40:0;ExitSystem;TrackGroup7;;;
Train219;d2 8:21:0;EnterSystem;TrackGroup7;;;
Train219;d2 8:21:0;EnterResource;TrackGroup7;B1;;
Train219;d2 8:21:0;ExitResource;TrackGroup7;A3;;
Train219;d2 8:21:0;EnterResource;TrackGroup6;B1;;
Train219;d2 8:21:0;ExitResource;TrackGroup6;A1;;
Train219;d2 8:21:0;EnterResource;TrackGroup3;B1;;
Train219;d2 8:21:0;ExitResource;TrackGroup3;A1;;
Train219;d2 8:21:0;EnterResource;TrackGroup1;B9;;
Train219;d2 8:21:0;ExitResource;TrackGroup1;A7;;
Train219;d2 8:21:0;EnterResource;Platform7;B1;;
Train219;d2 8:21:0;Arrival;Platform7;;Arrival219;
Train219;d2 8:21:0;ExitResource;Platform7;B1;;
Train219;d2 16:35:0;EnterResource;Platform7;B1;;
Train219;d2 16:35:0;Departure;Platform7;;Dep294;
Train219;d2 16:35:0;ExitResource;Platform7;B1;;
Train219;d2 16:35:0;EnterResource;TrackGroup1;A1;;
Train219;d2 16:35:0;ExitResource;TrackGroup1;B9;;
Train219;d2 16:35:0;EnterResource;TrackGroup3;A1;;
Train219;d2 16:35:0;ExitResource;TrackGroup3;B5;;
Train219;d2 16:35:0;EnterResource;TrackGroup8;A1;;
Train219;d2 16:35:0;ExitResource;TrackGroup8;B3;;
Train219;d2 16:35:0;EnterResource;TrackGroup10;A1;;
Train219;d2 16:35:0;ExitResource;TrackGroup10;B1;;
Train219;d2 16:35:0;ExitSystem;TrackGroup10;;;
Train220;d2 8:21:0;EnterSystem;TrackGroup7;;;
Train220;d2 8:21:0;EnterResource;TrackGroup7;B1;;
Train220;d2 8:21:0;ExitResource;TrackGroup7;A3;;
Train220;d2 8:21:0;EnterResource;TrackGroup6;B1;;
Train220;d2 8:21:0;ExitResource;TrackGroup6;A1;;
Train220;d2 8:21:0;EnterResource;TrackGroup3;B1;;
Train220;d2 8:21:0;ExitResource;TrackGroup3;A1;;
Train220;d2 8:21:0;EnterResource;TrackGroup1;B9;;
Train220;d2 8:21:0;ExitResource;TrackGroup1;A7;;
Train220;d2 8:21:0;EnterResource;Platform7;B1;;
Train220;d2 8:21:0;Arrival;Platform7;;Arrival220;
Train220;d2 8:21:0;ExitResource;Platform7;B1;;
Train220;d2 10:10:0;EnterResource;Platform7;B1;;
Train220;d2 10:10:0;Departure;Platform7;;Dep231;
Train220;d2 10:10:0;ExitResource;Platform7;B1;;
Train220;d2 10:10:0;EnterResource;TrackGroup1;A7;;
Train220;d2 10:10:0;ExitResource;TrackGroup1;B9;;
Train220;d2 10:10:0;EnterResource;TrackGroup3;A1;;
Train220;d2 10:10:0;ExitResource;TrackGroup3;B1;;
Train220;d2 10:10:0;EnterResource;TrackGroup6;A1;;
Train220;d2 10:10:0;ExitResource;TrackGroup6;B1;;
Train220;d2 10:10:0;EnterResource;TrackGroup7;A3;;
Train220;d2 10:10:0;ExitResource;TrackGroup7;B7;;
Train220;d2 10:10:0;ExitSystem;TrackGroup7;;;
Train221;d2 8:25:0;EnterSystem;TrackGroup7;;;
Train221;d2 8:25:0;EnterResource;TrackGroup7;B1;;
Train221;d2 8:25:0;ExitResource;TrackGroup7;A3;;
Train221;d2 8:25:0;EnterResource;TrackGroup6;B1;;
Train221;d2 8:25:0;ExitResource;TrackGroup6;A1;;
Train221;d2 8:25:0;EnterResource;TrackGroup3;B1;;
Train221;d2 8:25:0;ExitResource;TrackGroup3;A1;;
Train221;d2 8:25:0;EnterResource;TrackGroup1;B9;;
Train221;d2 8:25:0;ExitResource;TrackGroup1;A7;;
Train221;d2 8:25:0;EnterResource;Platform7;B1;;
Train221;d2 8:25:0;Arrival;Platform7;;Arrival221;
Train221;d2 8:25:0;ExitResource;Platform7;B1;;
Train221;d2 6:35:0;EnterResource;Platform7;B1;;
Train221;d2 6:35:0;Departure;Platform7;;Dep202;
Train221;d2 6:35:0;ExitResource;Platform7;B1;;
Train221;d2 6:35:0;EnterResource;TrackGroup1;A7;;
Train221;d2 6:35:0;ExitResource;TrackGroup1;B9;;
Train221;d2 6:35:0;EnterResource;TrackGroup3;A1;;
Train221;d2 6:35:0;ExitResource;TrackGroup3;B1;;
Train221;d2 6:35:0;EnterResource;TrackGroup6;A1;;
Train221;d2 6:35:0;ExitResource;TrackGroup6;B1;;
Train221;d2 6:35:0;EnterResource;TrackGroup7;A3;;
Train221;d2 6:35:0;ExitResource;TrackGroup7;B7;;
Train221;d2 6:35:0;ExitSystem;TrackGroup7;;;
Train222;d2 8:25:0;EnterSystem;TrackGroup7;;;
Train222;d2 8:25:0;EnterResource;TrackGroup7;B1;;
Train222;d2 8:25:0;ExitResource;TrackGroup7;A3;;
Train222;d2 8:25:0;EnterResource;TrackGroup6;B1;;
Train222;d2 8:25:0;ExitResource;TrackGroup6;A1;;
Train222;d2 8:25:0;EnterResource;TrackGroup3;B1;;
Train222;d2 8:25:0;ExitResource;TrackGroup3;A1;;
Train222;d2 8:25:0;EnterResource;TrackGroup1;B9;;
Train222;d2 8:25:0;ExitResource;TrackGroup1;A7;;
Train222;d2 8:25:0;EnterResource;Platform7;B1;;
Train222;d2 8:25:0;Arrival;Platform7;;Arrival222;
Train222;d2 8:25:0;ExitResource;Platform7;B1;;
Train222;d2 6:45:0;EnterResource;Platform7;B1;;
Train222;d2 6:45:0;Departure;Platform7;;Dep204;
Train222;d2 6:45:0;ExitResource;Platform7;B1;;
Train222;d2 6:45:0;EnterResource;TrackGroup1;A7;;
Train222;d2 6:45:0;ExitResource;TrackGroup1;B9;;
Train222;d2 6:45:0;EnterResource;TrackGroup3;A1;;
Train222;d2 6:45:0;ExitResource;TrackGroup3;B1;;
Train222;d2 6:45:0;EnterResource;TrackGroup6;A1;;
Train222;d2 6:45:0;ExitResource;TrackGroup6;B1;;
Train222;d2 6:45:0;EnterResource;TrackGroup7;A3;;
Train222;d2 6:45:0;ExitResource;TrackGroup7;B7;;
Train222;d2 6:45:0;ExitSystem;TrackGroup7;;;
Train223;d2 8:29:0;EnterSystem;TrackGroup7;;;
Train223;d2 8:29:0;EnterResource;TrackGroup7;B1;;
Train223;d2 8:29:0;ExitResource;TrackGroup7;A3;;
Train223;d2 8:29:0;EnterResource;TrackGroup6;B1;;
Train223;d2 8:29:0;ExitResource;TrackGroup6;A1;;
Train223;d2 8:29:0;EnterResource;TrackGroup3;B1;;
Train223;d2 8:29:0;ExitResource;TrackGroup3;A1;;
Train223;d2 8:29:0;EnterResource;TrackGroup1;B9;;
Train223;d2 8:29:0;ExitResource;TrackGroup1;A7;;
Train223;d2 8:29:0;EnterResource;Platform7;B1;;
Train223;d2 8:29:0;Arrival;Platform7;;Arrival223;
Train223;d2 8:29:0;ExitResource;Platform7;B1;;
Train223;d2 6:48:0;EnterResource;Platform7;B1;;
Train223;d2 6:48:0;Departure;Platform7;;Dep205;
Train223;d2 6:48:0;ExitResource;Platform7;B1;;
Train223;d2 6:48:0;EnterResource;TrackGroup1;A7;;
Train223;d2 6:48:0;ExitResource;TrackGroup1;B9;;
Train223;d2 6:48:0;EnterResource;TrackGroup3;A1;;
Train223;d2 6:48:0;ExitResource;TrackGroup3;B1;;
Train223;d2 6:48:0;EnterResource;TrackGroup6;A1;;
Train223;d2 6:48:0;ExitResource;TrackGroup6;B1;;
Train223;d2 6:48:0;EnterResource;TrackGroup7;A3;;
Train223;d2 6:48:0;ExitResource;TrackGroup7;B7;;
Train223;d2 6:48:0;ExitSystem;TrackGroup7;;;
Train224;d2 8:34:0;EnterSystem;TrackGroup7;;;
Train224;d2 8:34:0;EnterResource;TrackGroup7;B1;;
Train224;d2 8:34:0;ExitResource;TrackGroup7;A3;;
Train224;d2 8:34:0;EnterResource;TrackGroup6;B1;;
Train224;d2 8:34:0;ExitResource;TrackGroup6;A1;;
Train224;d2 8:34:0;EnterResource;TrackGroup3;B1;;
Train224;d2 8:34:0;ExitResource;TrackGroup3;A1;;
Train224;d2 8:34:0;EnterResource;TrackGroup1;B9;;
Train224;d2 8:34:0;ExitResource;TrackGroup1;A7;;
Train224;d2 8:34:0;EnterResource;Platform7;B1;;
Train224;d2 8:34:0;Arrival;Platform7;;Arrival224;
Train224;d2 8:34:0;ExitResource;Platform7;B1;;
Train224;d2 7:5:0;EnterResource;Platform7;B1;;
Train224;d2 7:5:0;Departure;Platform7;;Dep206;
Train224;d2 7:5:0;ExitResource;Platform7;B1;;
Train224;d2 7:5:0;EnterResource;TrackGroup1;A7;;
Train224;d2 7:5:0;ExitResource;TrackGroup1;B9;;
Train224;d2 7:5:0;EnterResource;TrackGroup3;A1;;
Train224;d2 7:5:0;ExitResource;TrackGroup3;B1;;
Train224;d2 7:5:0;EnterResource;TrackGroup6;A1;;
Train224;d2 7:5:0;ExitResource;TrackGroup6;B1;;
Train224;d2 7:5:0;EnterResource;TrackGroup7;A3;;
Train224;d2 7:5:0;ExitResource;TrackGroup7;B7;;
Train224;d2 7:5:0;ExitSystem;TrackGroup7;;;
Train225;d2 8:38:0;EnterSystem;TrackGroup7;;;
Train225;d2 8:38:0;EnterResource;TrackGroup7;B1;;
Train225;d2 8:38:0;ExitResource;TrackGroup7;A3;;
Train225;d2 8:38:0;EnterResource;TrackGroup6;B1;;
Train225;d2 8:38:0;ExitResource;TrackGroup6;A1;;
Train225;d2 8:38:0;EnterResource;TrackGroup3;B1;;
Train225;d2 8:38:0;ExitResource;TrackGroup3;A1;;
Train225;d2 8:38:0;EnterResource;TrackGroup1;B9;;
Train225;d2 8:38:0;ExitResource;TrackGroup1;A7;;
Train225;d2 8:38:0;EnterResource;Platform7;B1;;
Train225;d2 8:38:0;Arrival;Platform7;;Arrival225;
Train225;d2 8:38:0;ExitResource;Platform7;B1;;
Train225;d2 7:5:0;EnterResource;Platform7;B1;;
Train225;d2 7:5:0;Departure;Platform7;;Dep207;
Train225;d2 7:5:0;ExitResource;Platform7;B1;;
Train225;d2 7:5:0;EnterResource;TrackGroup1;A1;;
Train225;d2 7:5:0;ExitResource;TrackGroup1;B9;;
Train225;d2 7:5:0;EnterResource;TrackGroup3;A1;;
Train225;d2 7:5:0;ExitResource;TrackGroup3;B5;;
Train225;d2 7:5:0;EnterResource;TrackGroup8;A1;;
Train225;d2 7:5:0;ExitResource;TrackGroup8;B3;;
Train225;d2 7:5:0;EnterResource;TrackGroup10;A1;;
Train225;d2 7:5:0;ExitResource;TrackGroup10;B1;;
Train225;d2 7:5:0;ExitSystem;TrackGroup10;;;
Train226;d2 8:42:0;EnterSystem;TrackGroup7;;;
Train226;d2 8:42:0;EnterResource;TrackGroup7;B1;;
Train226;d2 8:42:0;ExitResource;TrackGroup7;A3;;
Train226;d2 8:42:0;EnterResource;TrackGroup6;B1;;
Train226;d2 8:42:0;ExitResource;TrackGroup6;A1;;
Train226;d2 8:42:0;EnterResource;TrackGroup3;B1;;
Train226;d2 8:42:0;ExitResource;TrackGroup3;A1;;
Train226;d2 8:42:0;EnterResource;TrackGroup1;B9;;
Train226;d2 8:42:0;ExitResource;TrackGroup1;A7;;
Train226;d2 8:42:0;EnterResource;Platform7;B1;;
Train226;d2 8:42:0;Arrival;Platform7;;Arrival226;
Train226;d2 8:42:0;ExitResource;Platform7;B1;;
Train226;d2 9:14:0;EnterResource;Platform7;B1;;
Train226;d2 9:14:0;Departure;Platform7;;Dep228;
Train226;d2 9:14:0;ExitResource;Platform7;B1;;
Train226;d2 9:14:0;EnterResource;TrackGroup1;A7;;
Train226;d2 9:14:0;ExitResource;TrackGroup1;B9;;
Train226;d2 9:14:0;EnterResource;TrackGroup3;A1;;
Train226;d2 9:14:0;ExitResource;TrackGroup3;B1;;
Train226;d2 9:14:0;EnterResource;TrackGroup6;A1;;
Train226;d2 9:14:0;ExitResource;TrackGroup6;B1;;
Train226;d2 9:14:0;EnterResource;TrackGroup7;A3;;
Train226;d2 9:14:0;ExitResource;TrackGroup7;B7;;
Train226;d2 9:14:0;ExitSystem;TrackGroup7;;;
Train227;d2 8:42:0;EnterSystem;TrackGroup7;;;
Train227;d2 8:42:0;EnterResource;TrackGroup7;B1;;
Train227;d2 8:42:0;ExitResource;TrackGroup7;A3;;
Train227;d2 8:42:0;EnterResource;TrackGroup6;B1;;
Train227;d2 8:42:0;ExitResource;TrackGroup6;A1;;
Train227;d2 8:42:0;EnterResource;TrackGroup3;B1;;
Train227;d2 8:42:0;ExitResource;TrackGroup3;A1;;
Train227;d2 8:42:0;EnterResource;TrackGroup1;B9;;
Train227;d2 8:42:0;ExitResource;TrackGroup1;A7;;
Train227;d2 8:42:0;EnterResource;Platform7;B1;;
Train227;d2 8:42:0;Arrival;Platform7;;Arrival227;
Train227;d2 8:42:0;ExitResource;Platform7;B1;;
Train227;d2 9:4:0;EnterResource;Platform7;B1;;
Train227;d2 9:4:0;Departure;Platform7;;Dep226;
Train227;d2 9:4:0;ExitResource;Platform7;B1;;
Train227;d2 9:4:0;EnterResource;TrackGroup1;A7;;
Train227;d2 9:4:0;ExitResource;TrackGroup1;B9;;
Train227;d2 9:4:0;EnterResource;TrackGroup3;A1;;
Train227;d2 9:4:0;ExitResource;TrackGroup3;B1;;
Train227;d2 9:4:0;EnterResource;TrackGroup6;A1;;
Train227;d2 9:4:0;ExitResource;TrackGroup6;B1;;
Train227;d2 9:4:0;EnterResource;TrackGroup7;A3;;
Train227;d2 9:4:0;ExitResource;TrackGroup7;B7;;
Train227;d2 9:4:0;ExitSystem;TrackGroup7;;;
Train228;d2 8:49:0;EnterSystem;TrackGroup10;;;
Train228;d2 8:49:0;EnterResource;TrackGroup10;B1;;
Train228;d2 8:49:0;ExitResource;TrackGroup10;A3;;
Train228;d2 8:49:0;EnterResource;TrackGroup8;B1;;
Train228;d2 8:49:0;ExitResource;TrackGroup8;A1;;
Train228;d2 8:49:0;EnterResource;TrackGroup3;B1;;
Train228;d2 8:49:0;ExitResource;TrackGroup3;A1;;
Train228;d2 8:49:0;EnterResource;TrackGroup1;A7;;
Train228;d2 8:49:0;ExitResource;TrackGroup1;A7;;
Train228;d2 8:49:0;EnterResource;Platform7;B1;;
Train228;d2 8:49:0;Arrival;Platform7;;Arrival228;
Train228;d2 8:49:0;ExitResource;Platform7;B1;;
Train228;d2 7:11:0;EnterResource;Platform7;B1;;
Train228;d2 7:11:0;Departure;Platform7;;Dep208;
Train228;d2 7:11:0;ExitResource;Platform7;B1;;
Train228;d2 7:11:0;EnterResource;TrackGroup1;A1;;
Train228;d2 7:11:0;ExitResource;TrackGroup1;B9;;
Train228;d2 7:11:0;EnterResource;TrackGroup3;A1;;
Train228;d2 7:11:0;ExitResource;TrackGroup3;B5;;
Train228;d2 7:11:0;EnterResource;TrackGroup8;A1;;
Train228;d2 7:11:0;ExitResource;TrackGroup8;B3;;
Train228;d2 7:11:0;EnterResource;TrackGroup10;A1;;
Train228;d2 7:11:0;ExitResource;TrackGroup10;B1;;
Train228;d2 7:11:0;ExitSystem;TrackGroup10;;;
Train229;d2 8:54:0;EnterSystem;TrackGroup7;;;
Train229;d2 8:54:0;EnterResource;TrackGroup7;B1;;
Train229;d2 8:54:0;ExitResource;TrackGroup7;A3;;
Train229;d2 8:54:0;EnterResource;TrackGroup6;B1;;
Train229;d2 8:54:0;ExitResource;TrackGroup6;A1;;
Train229;d2 8:54:0;EnterResource;TrackGroup3;B1;;
Train229;d2 8:54:0;ExitResource;TrackGroup3;A1;;
Train229;d2 8:54:0;EnterResource;TrackGroup1;B9;;
Train229;d2 8:54:0;ExitResource;TrackGroup1;A7;;
Train229;d2 8:54:0;EnterResource;Platform7;B1;;
Train229;d2 8:54:0;Arrival;Platform7;;Arrival229;
Train229;d2 8:54:0;ExitResource;Platform7;B1;;
Train229;d2 7:18:0;EnterResource;Platform7;B1;;
Train229;d2 7:18:0;Departure;Platform7;;Dep210;
Train229;d2 7:18:0;ExitResource;Platform7;B1;;
Train229;d2 7:18:0;EnterResource;TrackGroup1;A7;;
Train229;d2 7:18:0;ExitResource;TrackGroup1;B9;;
Train229;d2 7:18:0;EnterResource;TrackGroup3;A1;;
Train229;d2 7:18:0;ExitResource;TrackGroup3;B1;;
Train229;d2 7:18:0;EnterResource;TrackGroup6;A1;;
Train229;d2 7:18:0;ExitResource;TrackGroup6;B1;;
Train229;d2 7:18:0;EnterResource;TrackGroup7;A3;;
Train229;d2 7:18:0;ExitResource;TrackGroup7;B7;;
Train229;d2 7:18:0;ExitSystem;TrackGroup7;;;
Train230;d2 8:55:0;EnterSystem;TrackGroup10;;;
Train230;d2 8:55:0;EnterResource;TrackGroup10;B1;;
Train230;d2 8:55:0;ExitResource;TrackGroup10;A3;;
Train230;d2 8:55:0;EnterResource;TrackGroup8;B1;;
Train230;d2 8:55:0;ExitResource;TrackGroup8;A1;;
Train230;d2 8:55:0;EnterResource;TrackGroup3;B1;;
Train230;d2 8:55:0;ExitResource;TrackGroup3;A1;;
Train230;d2 8:55:0;EnterResource;TrackGroup1;A7;;
Train230;d2 8:55:0;ExitResource;TrackGroup1;A7;;
Train230;d2 8:55:0;EnterResource;Platform7;B1;;
Train230;d2 8:55:0;Arrival;Platform7;;Arrival230;
Train230;d2 8:55:0;ExitResource;Platform7;B1;;
Train230;d2 7:24:0;EnterResource;Platform7;B1;;
Train230;d2 7:24:0;Departure;Platform7;;Dep211;
Train230;d2 7:24:0;ExitResource;Platform7;B1;;
Train230;d2 7:24:0;EnterResource;TrackGroup1;A7;;
Train230;d2 7:24:0;ExitResource;TrackGroup1;B9;;
Train230;d2 7:24:0;EnterResource;TrackGroup3;A1;;
Train230;d2 7:24:0;ExitResource;TrackGroup3;B1;;
Train230;d2 7:24:0;EnterResource;TrackGroup6;A1;;
Train230;d2 7:24:0;ExitResource;TrackGroup6;B1;;
Train230;d2 7:24:0;EnterResource;TrackGroup7;A3;;
Train230;d2 7:24:0;ExitResource;TrackGroup7;B7;;
Train230;d2 7:24:0;ExitSystem;TrackGroup7;;;
Train231;d2 8:55:0;EnterSystem;TrackGroup10;;;
Train231;d2 8:55:0;EnterResource;TrackGroup10;B1;;
Train231;d2 8:55:0;ExitResource;TrackGroup10;A3;;
Train231;d2 8:55:0;EnterResource;TrackGroup8;B1;;
Train231;d2 8:55:0;ExitResource;TrackGroup8;A1;;
Train231;d2 8:55:0;EnterResource;TrackGroup3;B1;;
Train231;d2 8:55:0;ExitResource;TrackGroup3;A1;;
Train231;d2 8:55:0;EnterResource;TrackGroup1;A7;;
Train231;d2 8:55:0;ExitResource;TrackGroup1;A7;;
Train231;d2 8:55:0;EnterResource;Platform7;B1;;
Train231;d2 8:55:0;Arrival;Platform7;;Arrival231;
Train231;d2 8:55:0;ExitResource;Platform7;B1;;
Train231;d2 7:35:0;EnterResource;Platform7;B1;;
Train231;d2 7:35:0;Departure;Platform7;;Dep212;
Train231;d2 7:35:0;ExitResource;Platform7;B1;;
Train231;d2 7:35:0;EnterResource;TrackGroup1;A1;;
Train231;d2 7:35:0;ExitResource;TrackGroup1;B9;;
Train231;d2 7:35:0;EnterResource;TrackGroup3;A1;;
Train231;d2 7:35:0;ExitResource;TrackGroup3;B5;;
Train231;d2 7:35:0;EnterResource;TrackGroup8;A1;;
Train231;d2 7:35:0;ExitResource;TrackGroup8;B3;;
Train231;d2 7:35:0;EnterResource;TrackGroup10;A1;;
Train231;d2 7:35:0;ExitResource;TrackGroup10;B1;;
Train231;d2 7:35:0;ExitSystem;TrackGroup10;;;
Train232;d2 9:10:0;EnterSystem;TrackGroup7;;;
Train232;d2 9:10:0;EnterResource;TrackGroup7;B1;;
Train232;d2 9:10:0;ExitResource;TrackGroup7;A3;;
Train232;d2 9:10:0;EnterResource;TrackGroup6;B1;;
Train232;d2 9:10:0;ExitResource;TrackGroup6;A1;;
Train232;d2 9:10:0;EnterResource;TrackGroup3;B1;;
Train232;d2 9:10:0;ExitResource;TrackGroup3;A1;;
Train232;d2 9:10:0;EnterResource;TrackGroup1;B9;;
Train232;d2 9:10:0;ExitResource;TrackGroup1;A7;;
Train232;d2 9:10:0;EnterResource;Platform7;B1;;
Train232;d2 9:10:0;Arrival;Platform7;;Arrival232;
Train232;d2 9:10:0;ExitResource;Platform7;B1;;
Train232;d2 7:35:0;EnterResource;Platform7;B1;;
Train232;d2 7:35:0;Departure;Platform7;;Dep213;
Train232;d2 7:35:0;ExitResource;Platform7;B1;;
Train232;d2 7:35:0;EnterResource;TrackGroup1;A7;;
Train232;d2 7:35:0;ExitResource;TrackGroup1;B9;;
Train232;d2 7:35:0;EnterResource;TrackGroup3;A1;;
Train232;d2 7:35:0;ExitResource;TrackGroup3;B1;;
Train232;d2 7:35:0;EnterResource;TrackGroup6;A1;;
Train232;d2 7:35:0;ExitResource;TrackGroup6;B1;;
Train232;d2 7:35:0;EnterResource;TrackGroup7;A3;;
Train232;d2 7:35:0;ExitResource;TrackGroup7;B7;;
Train232;d2 7:35:0;ExitSystem;TrackGroup7;;;
Train233;d2 9:11:0;EnterSystem;TrackGroup7;;;
Train233;d2 9:11:0;EnterResource;TrackGroup7;B1;;
Train233;d2 9:11:0;ExitResource;TrackGroup7;A3;;
Train233;d2 9:11:0;EnterResource;TrackGroup6;B1;;
Train233;d2 9:11:0;ExitResource;TrackGroup6;A1;;
Train233;d2 9:11:0;EnterResource;TrackGroup3;B1;;
Train233;d2 9:11:0;ExitResource;TrackGroup3;A1;;
Train233;d2 9:11:0;EnterResource;TrackGroup1;B9;;
Train233;d2 9:11:0;ExitResource;TrackGroup1;A7;;
Train233;d2 9:11:0;EnterResource;Platform7;B1;;
Train233;d2 9:11:0;Arrival;Platform7;;Arrival233;
Train233;d2 9:11:0;ExitResource;Platform7;B1;;
Train233;d2 7:45:0;EnterResource;Platform7;B1;;
Train233;d2 7:45:0;Departure;Platform7;;Dep215;
Train233;d2 7:45:0;ExitResource;Platform7;B1;;
Train233;d2 7:45:0;EnterResource;TrackGroup1;A7;;
Train233;d2 7:45:0;ExitResource;TrackGroup1;B9;;
Train233;d2 7:45:0;EnterResource;TrackGroup3;A1;;
Train233;d2 7:45:0;ExitResource;TrackGroup3;B1;;
Train233;d2 7:45:0;EnterResource;TrackGroup6;A1;;
Train233;d2 7:45:0;ExitResource;TrackGroup6;B1;;
Train233;d2 7:45:0;EnterResource;TrackGroup7;A3;;
Train233;d2 7:45:0;ExitResource;TrackGroup7;B7;;
Train233;d2 7:45:0;ExitSystem;TrackGroup7;;;
Train234;d2 9:21:0;EnterSystem;TrackGroup7;;;
Train234;d2 9:21:0;EnterResource;TrackGroup7;B1;;
Train234;d2 9:21:0;ExitResource;TrackGroup7;A3;;
Train234;d2 9:21:0;EnterResource;TrackGroup6;B1;;
Train234;d2 9:21:0;ExitResource;TrackGroup6;A1;;
Train234;d2 9:21:0;EnterResource;TrackGroup3;B1;;
